"","h0","sigma","beta","SE.h0","SE.sigma","SE.beta","N","SE.N","h0.nomem","sigma.nomem","SE.h0.nomem","SE.sigma.nomem","N.nomem","SE.N.nomem","n","true.tau","time.memory","time.no.memory"
"91",3.59333112477374,-2.07653760360295,2.06084453550268,0.122240607982653,0.0325130772185838,0.0900112221283609,21.5540993339236,3.77478129782348,-0.539636201538179,-1.35685669080943,0.160900374251229,0.107147918332588,22.3255415453821,4.12083182588268,13,50,72.3186621665955,18.6008689403534
"92",2.35045693598007,-2.27178220091035,1.70905527094652,0.177812313256877,0.0642363596855368,0.107231091298262,23.9578201797159,4.91327674033527,-1.10547868009194,-1.09264236293528,0.211499321429651,0.159525837814212,19.6417725369504,3.76514753828502,12,50,56.4755091667175,15.6106140613556
"93",3.11730089670898,-3.03880740827918,2.35993107410066,0.166695214292939,0.0517423283163134,0.111251079850478,25.1364020169345,6.72848460726381,-0.389784117926725,-1.45871081235179,0.159699556034398,0.124798217785999,15.9421639858611,3.60705114477261,9,50,55.2395730018616,12.6946139335632
"94",3.25220159353692,-1.11273398453459,2.26665807687496,0.113693694759668,0.0284707570462694,0.100376859106539,11.9369374136763,1.01157859646346,-0.446919522430427,-1.34411975139218,0.127986683788022,0.10923069511971,18.5197693170878,3.67040432939747,11,50,93.466050863266,18.2547409534454
"95",3.07749374929119,-2.02404514148597,2.11827882160511,0.0972653422575797,0.0339244975373173,0.0670190569462349,21.7626873572596,3.84037121651335,-0.513394945370959,-1.44130302537582,0.113176658541761,0.114642881318708,23.229861438009,4.44240957076841,13,50,101.772233009338,24.4913768768311
"96",2.69608291854516,-1.83534601606681,1.78077460245594,0.10076872228314,0.0374839473823886,0.0855719073917951,14.1072947090122,2.83674245143282,-0.309940871656996,-1.55481331157949,0.102958946702811,0.106438148830187,16.5632972059513,3.8160937534262,9,50,66.8491740226746,18.4785349369049
"97",3.161136764597,-2.37772419733701,1.87424011170411,0.120066647522741,0.0361584639526811,0.108055060917844,21.7530545362292,4.62051492312666,-0.499369770970248,-1.31124861868586,0.143424020916569,0.100520047751419,18.3460773703176,3.61414176199022,11,50,69.3534622192383,19.107421875
"98",2.77340291124391,-2.48662958278046,1.88367188021803,0.117520757372119,0.039720840811924,0.0749720077449797,34.4265730944662,6.31398735444683,-0.66859557107037,-1.27698523014377,0.133924653683437,0.105396494012443,26.8763950044708,4.44016319063977,16,50,126.56485414505,37.6762189865112
"99",3.88741890650179,-1.73719913196456,2.33017053298518,0.120548575437669,0.0313986403383206,0.109323877943367,15.1310784378789,2.39246655311706,-0.162129147062476,-1.34078454775635,0.234435053021857,0.112438511056591,17.7885637654014,3.43299516655347,11,50,75.9217259883881,16.7622649669647
"100",3.11117093744321,-1.74682151101297,1.98101618949963,0.120106383624968,0.0403804751105369,0.0901375842968717,18.9341445574734,2.9543567869686,-0.484066808332177,-1.39510046888277,0.127723089538294,0.102171350156557,22.5872503326513,4.20086548525713,13,50,72.5719478130341,17.2565059661865
